,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0,0041200134,0,12,0,1,2:05 PM,12:00,,Start of 1st Period (2:05 PM EST),,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
1,0041200134,1,10,0,1,2:06 PM,12:00,Jump Ball Noah vs. Lopez: Tip to D. Williams,,,,,4,201149,Joakim Noah,1610612741.0,Chicago,Bulls,CHI,5,201572,Brook Lopez,1610612751.0,Brooklyn,Nets,BKN,5,101114,Deron Williams,1610612751.0,Brooklyn,Nets,BKN,0
2,0041200134,2,1,7,1,2:07 PM,11:44,,,Lopez 1' Dunk (2 PTS) (Wallace 1 AST),2 - 0,-2,5,201572,Brook Lopez,1610612751.0,Brooklyn,Nets,BKN,5,2222,Gerald Wallace,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0
3,0041200134,3,2,1,1,2:07 PM,11:26,MISS Deng 12' Jump Shot,,,,,4,2736,Luol Deng,1610612741.0,Chicago,Bulls,CHI,0,0,,,,,,0,0,,,,,,0
4,0041200134,4,4,0,1,2:07 PM,11:25,,,Wallace REBOUND (Off:0 Def:1),,,5,2222,Gerald Wallace,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,0
5,0041200134,5,5,40,1,2:07 PM,11:13,,,Johnson Out of Bounds Lost Ball Turnover (P1.T1),,,5,2207,Joe Johnson,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,0
6,0041200134,6,1,1,1,2:08 PM,10:53,Boozer 15' Jump Shot (2 PTS),,,2 - 2,TIE,4,2430,Carlos Boozer,1610612741.0,Chicago,Bulls,CHI,0,0,,,,,,0,0,,,,,,0
7,0041200134,8,2,5,1,2:09 PM,10:30,Noah BLOCK (1 BLK),,MISS Lopez 3' Layup,,,5,201572,Brook Lopez,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,4,201149,Joakim Noah,1610612741.0,Chicago,Bulls,CHI,0
8,0041200134,9,4,0,1,2:09 PM,10:28,,,Lopez REBOUND (Off:1 Def:0),,,5,201572,Brook Lopez,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,0
9,0041200134,10,2,5,1,2:09 PM,10:26,,,MISS Lopez 1' Layup,,,5,201572,Brook Lopez,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,0
10,0041200134,11,4,0,1,2:09 PM,10:25,Boozer REBOUND (Off:0 Def:1),,,,,4,2430,Carlos Boozer,1610612741.0,Chicago,Bulls,CHI,0,0,,,,,,0,0,,,,,,0
11,0041200134,13,7,5,1,2:09 PM,10:17,,,Lopez Violation:Kicked Ball,,,5,201572,Brook Lopez,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,0
12,0041200134,15,2,1,1,2:09 PM,10:09,MISS Noah 17' Jump Shot,,,,,4,201149,Joakim Noah,1610612741.0,Chicago,Bulls,CHI,0,0,,,,,,0,0,,,,,,0
13,0041200134,16,4,0,1,2:09 PM,10:08,,,Evans REBOUND (Off:0 Def:1),,,5,2501,Reggie Evans,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,0
14,0041200134,17,5,40,1,2:10 PM,9:56,,,D. Williams Out of Bounds Lost Ball Turnover (P1.T2),,,5,101114,Deron Williams,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,0
15,0041200134,18,1,42,1,2:10 PM,9:44,Boozer 2' Driving Layup (4 PTS) (Hinrich 1 AST),,,2 - 4,2,4,2430,Carlos Boozer,1610612741.0,Chicago,Bulls,CHI,4,2550,Kirk Hinrich,1610612741.0,Chicago,Bulls,CHI,0,0,,,,,,0
16,0041200134,19,5,1,1,2:10 PM,9:32,,,Lopez Bad Pass Turnover (P1.T3),,,5,201572,Brook Lopez,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,0
17,0041200134,20,1,1,1,2:11 PM,9:18,Hinrich 21' Jump Shot (2 PTS),,,2 - 6,4,4,2550,Kirk Hinrich,1610612741.0,Chicago,Bulls,CHI,0,0,,,,,,0,0,,,,,,0
